,Date,Total,MR,PW,PW+,Lief,Lief+,Lief+Aufl.,LW,LW+,Sattelzug,Bus,andere,Station Count,Number of Measurments
615,19.05.2021,358915,10683,301312,400,30413,525,198,6860,1040,3591,3641,252,29,1536
616,19.06.2019,405116,20961,332506,514,32614,647,294,7700,1339,3968,4170,403,29,1560
617,19.06.2020,366263,13357,308400,414,29322,542,165,6634,771,2779,3490,389,29,1512
618,19.06.2021,320001,13004,285972,363,14390,194,24,1576,300,661,3366,151,29,1536
619,19.07.2019,385367,17830,319681,638,30771,558,206,7314,1020,2955,3938,456,29,1560
620,19.07.2020,212834,9777,191947,294,7376,122,12,427,162,155,2420,142,29,1512
621,19.07.2021,336900,16042,276381,480,28394,530,228,6625,910,3251,3831,228,29,1536
622,19.08.2019,367728,11456,308700,485,31178,511,275,6629,886,2828,4244,536,29,1536
623,19.08.2020,350890,17895,290287,371,28356,451,190,5854,830,2673,3734,249,29,1512
624,19.08.2021,366822,18300,302451,509,29736,430,202,6730,850,3153,4195,266,29,1512
625,19.09.2019,400390,17940,332500,490,31893,560,275,7398,1128,3580,4195,431,29,1536
626,19.09.2020,304149,11611,272723,415,13508,148,24,1390,215,595,3307,213,29,1536
627,19.09.2021,243579,3926,224820,249,10377,122,23,649,127,166,3062,58,29,1512
628,19.10.2019,343561,5491,315191,392,15401,230,51,1581,290,790,3890,254,29,1536
629,19.10.2020,341137,13086,284432,312,28931,504,192,6202,798,2813,3665,202,29,1536
630,19.11.2019,397789,10991,335516,320,33011,519,189,7370,1128,3581,4769,395,29,1584
631,19.11.2020,336010,9846,280637,269,29750,499,211,6584,894,3406,3719,195,29,1536
632,19.12.2019,426445,10858,365893,355,32342,482,233,6844,1063,3486,4476,413,29,1584
633,19.12.2020,247672,5219,224775,270,11861,159,46,1294,258,723,2969,98,29,1536
634,20.01.2019,243540,2858,228592,85,7929,40,17,433,59,164,3224,139,29,1608
635,20.01.2020,375877,8756,319118,269,31130,475,252,6641,921,3547,4472,296,29,1584
636,20.01.2021,297104,5783,248121,252,27493,352,214,6243,844,3522,4116,164,29,1584
637,20.02.2019,404581,12542,343015,317,31486,428,226,7360,1011,3565,4305,326,29,1608
638,20.02.2020,394455,11347,334619,230,31541,436,190,7128,883,3434,4398,249,29,1584
639,20.02.2021,222973,6942,199703,244,10529,126,13,1131,201,635,3363,86,29,1512
640,20.03.2019,413453,13524,347951,397,33594,526,231,7473,1022,3874,4503,358,29,1584
641,20.03.2020,225236,9623,177711,273,23675,371,168,6017,713,2827,3677,181,29,1584
642,20.03.2021,251296,5184,228586,325,11425,125,20,1167,209,745,3370,140,29,1512
643,20.04.2019,299305,10270,269237,364,11611,167,46,1738,586,877,4125,284,29,1536
644,20.04.2020,230780,10636,182312,268,24440,412,223,5866,677,2877,2868,201,29,1584
645,20.04.2021,323894,13079,264720,333,29089,476,233,7347,956,3462,3955,244,29,1512
646,20.05.2019,389316,8497,331493,397,31272,498,287,7481,1129,3639,4278,345,29,1536
647,20.05.2020,294768,14222,239924,323,26026,446,199,5868,805,3018,3674,263,29,1512
648,20.05.2021,369573,12257,308510,387,31172,542,229,7174,1015,4271,3743,273,29,1536
649,20.06.2019,407874,14305,342254,490,33232,571,215,7463,1079,3885,3969,411,29,1560
650,20.06.2020,285629,11211,255856,432,12677,217,22,1320,248,604,2864,178,29,1512
651,20.06.2021,239982,7129,219870,209,8922,117,11,622,142,224,2648,88,29,1536
652,20.07.2019,299700,11469,266816,649,13780,233,57,1663,381,774,3486,392,29,1560
653,20.07.2020,317126,16434,260116,412,26235,475,184,5898,815,2657,3643,257,29,1512
654,20.07.2021,341555,16786,279400,466,28404,482,198,6963,915,3767,3806,368,29,1536
655,20.08.2019,373978,10132,316422,390,30779,471,211,6997,893,2959,4294,430,29,1536
656,20.08.2020,352558,19803,289777,377,28381,413,236,6160,818,2629,3713,251,29,1512
657,20.08.2021,388327,18306,323331,572,30555,587,208,6637,818,2670,4360,283,29,1512
658,20.09.2019,411756,17122,345925,489,31571,567,237,7124,1004,3071,4256,390,29,1536
659,20.09.2020,241767,9533,219777,253,8552,103,16,604,72,186,2541,130,29,1536
660,20.09.2021,362241,13074,300470,392,32476,499,255,6896,854,3040,4049,236,29,1512
661,20.10.2019,260126,6358,239658,216,9719,106,24,622,80,193,2925,225,29,1536
662,20.10.2020,345551,14166,287148,327,29090,505,214,6336,935,3009,3615,206,29,1536
663,20.11.2019,400322,10874,336825,389,33857,514,227,7672,1204,3722,4641,397,29,1584
664,20.11.2020,346066,9745,292166,371,29178,480,177,6385,867,2861,3636,200,29,1536
665,20.12.2019,438395,8621,382635,339,31248,441,233,6161,846,2692,4761,418,29,1584
666,20.12.2020,150527,3070,138853,95,5396,32,5,423,82,219,2321,31,29,1536
667,21.01.2019,383447,7912,328253,215,30817,357,228,6988,841,3064,4363,409,29,1608
668,21.01.2020,380044,9079,322885,274,30909,392,231,6878,1023,3707,4368,298,29,1584
669,21.01.2021,299155,6919,249413,246,27483,374,174,6086,916,3449,3959,136,29,1584
670,21.02.2019,407445,12650,346598,333,30899,450,272,7306,991,3341,4312,293,29,1584
671,21.02.2020,418204,11154,358933,377,31568,430,207,6978,815,2925,4538,279,29,1584
672,21.02.2021,179723,6807,163230,75,6198,36,6,434,77,200,2625,35,29,1512
673,21.03.2019,413624,13660,349086,419,33179,520,248,7207,953,3553,4430,369,29,1584
674,21.03.2020,116327,3551,100699,143,7121,70,15,1036,204,624,2809,55,29,1584
675,21.03.2021,179098,3659,165747,137,6123,38,9,428,50,203,2634,70,29,1512
676,21.04.2019,233596,7224,214279,167,7346,80,24,428,333,216,3332,167,29,1536
677,21.04.2020,234665,10616,185597,276,24610,455,221,6271,711,2841,2908,159,29,1584
678,21.04.2021,331327,13372,271139,380,29508,507,239,7145,1049,3825,3907,256,29,1512
679,21.05.2019,398188,13223,333460,418,32618,485,294,7726,1102,3935,4520,407,29,1536
680,21.05.2020,154890,8557,136297,72,6302,47,15,744,106,273,2370,107,29,1512
681,21.05.2021,380613,9289,323911,390,31049,515,230,6853,987,3328,3814,247,29,1536
682,21.06.2019,430345,15937,362620,619,33877,633,223,7405,1065,3292,4257,417,29,1560
683,21.06.2020,216085,9932,195188,232,7514,118,8,468,83,151,2279,112,29,1512
684,21.06.2021,357825,13341,296281,379,31568,548,218,7081,889,3441,3865,214,29,1536
685,21.07.2019,233410,9052,209921,540,9458,190,31,701,219,211,2888,199,29,1560
686,21.07.2020,328587,17438,269855,388,26372,442,204,6311,886,2746,3709,236,29,1512
687,21.07.2021,344061,16694,281093,538,28945,562,229,7326,908,3736,3759,271,29,1536
688,21.08.2019,377732,16891,313517,415,30557,539,219,7006,946,2942,4232,468,29,1536
689,21.08.2020,362242,19301,300071,468,28337,520,218,6120,751,2435,3680,341,29,1512
690,21.08.2021,327217,13813,290660,511,15456,222,32,1587,353,513,3810,260,29,1512
691,21.09.2019,335962,11808,301594,432,14912,241,72,1668,348,748,3830,309,29,1536
692,21.09.2020,348234,17868,286206,484,28843,538,272,6206,883,2956,3694,284,29,1536
693,21.09.2021,368796,16251,302165,352,33184,487,211,7292,1011,3575,3984,284,29,1512
694,21.10.2019,379498,11103,319763,387,31592,565,214,7067,1011,3253,4121,422,29,1536
695,21.10.2020,350434,14444,291068,353,29408,524,169,6233,955,3368,3628,284,29,1536
696,21.11.2019,408231,10973,345097,301,33539,577,261,7643,1135,3838,4489,378,29,1584
697,21.11.2020,264736,6147,240920,256,11927,160,14,1255,207,666,3075,109,29,1536
698,21.12.2019,349343,5538,322368,284,14057,136,36,1590,255,692,4116,271,29,1584
699,21.12.2020,301337,6876,259855,260,22171,376,181,4672,680,2606,3487,173,29,1536
700,22.01.2019,390281,8442,333400,251,30931,461,207,7442,956,3475,4384,332,29,1608
701,22.01.2020,383459,8616,325946,288,31390,386,235,7058,1111,3775,4422,232,29,1584
702,22.01.2021,310956,6630,261567,326,27940,390,167,5966,753,3023,4050,144,29,1584
703,22.02.2019,427209,11982,366355,395,31267,532,264,7593,945,2998,4507,371,29,1584
704,22.02.2020,341745,7513,312895,333,13906,162,35,1498,249,698,4253,203,29,1584
705,22.02.2021,265009,8369,219119,251,22948,445,162,5818,820,3109,3831,137,29,1512
706,22.03.2019,449707,14617,381377,492,35251,554,292,7734,957,3277,4772,384,29,1584
707,22.03.2020,88827,3191,78832,60,3590,13,1,279,49,138,2634,40,29,1584
708,22.03.2021,300341,8288,248270,291,28320,502,178,6194,893,3308,3904,193,29,1512
709,22.04.2019,247578,8931,224094,317,9077,132,32,861,369,321,3249,195,29,1536
710,22.04.2020,238004,11580,188072,206,24624,385,200,6126,699,3071,2841,200,29,1584
711,22.04.2021,333401,13781,272832,369,29598,430,255,7288,992,3670,3965,221,29,1512
712,22.05.2019,404401,16327,337285,410,31841,566,260,7712,1149,4202,4275,374,29,1536
713,22.05.2020,243761,11498,205415,291,15846,301,122,3621,577,2247,3631,212,29,1512
714,22.05.2021,307722,9723,277679,305,13657,195,27,1669,400,775,3150,142,29,1536
715,22.06.2019,345325,8818,312485,568,15924,225,46,2044,319,842,3714,340,29,1560
716,22.06.2020,334197,16925,273984,413,28249,441,201,6591,839,2875,3444,235,29,1512
717,22.06.2021,371998,11231,311734,397,31851,482,181,7265,948,3696,3988,225,29,1536
718,22.07.2019,353282,17311,290142,625,29187,509,204,7079,959,3030,3874,362,29,1560
719,22.07.2020,327467,16513,270710,379,25772,437,176,5868,870,2823,3630,289,29,1512
720,22.07.2021,350518,16680,288052,482,28971,577,208,7057,957,3423,3861,250,29,1536
721,22.08.2019,384207,18263,317469,587,31053,574,231,7020,991,3238,4257,524,29,1536
722,22.08.2020,301203,9358,272456,442,13387,199,28,1252,221,467,3238,155,29,1512
723,22.08.2021,244486,6929,223328,379,9578,158,17,597,144,176,3106,74,29,1512
724,22.09.2019,258761,7945,235866,340,10200,128,26,653,115,181,3112,195,29,1536
725,22.09.2020,353658,16972,291231,425,29477,514,186,6556,968,3264,3729,336,29,1536
726,22.09.2021,372408,16453,306829,431,32276,465,243,6935,911,3428,4164,273,29,1512
727,22.10.2019,384495,14094,322360,386,30970,567,196,7203,1015,3546,3784,374,29,1536
728,22.10.2020,360158,12497,302572,380,29771,499,173,6288,892,3170,3663,253,29,1536
729,22.11.2019,427456,11063,364231,361,33663,580,337,7505,1078,3586,4618,434,29,1584
730,22.11.2020,177521,4407,163546,93,6482,42,7,385,68,142,2309,40,29,1536
731,22.12.2019,259871,2837,244039,112,8592,77,19,507,83,181,3268,156,29,1584
732,22.12.2020,307314,7552,265049,223,22576,305,209,4582,790,2391,3478,159,29,1536
733,23.01.2019,391224,5884,337226,174,30815,397,246,7227,956,3502,4400,397,29,1608
734,23.01.2020,392095,8786,335345,323,30748,406,233,6874,898,3720,4515,247,29,1584
735,23.01.2021,221048,3616,200967,268,10561,115,14,1194,201,599,3451,62,29,1584
736,23.02.2019,352943,7642,323674,361,14142,188,47,1530,277,782,4017,283,30,1584
737,23.02.2020,240687,4980,223662,151,7674,58,8,503,136,167,3274,74,30,1584
738,23.02.2021,286164,9494,233994,286,26573,484,207,6799,958,3405,3788,176,30,1512
739,23.03.2019,366643,10760,331029,460,16627,215,50,1822,313,794,4298,275,30,1584
740,23.03.2020,207953,6923,165499,164,22948,392,183,5654,704,2556,2802,128,30,1584
741,23.03.2021,312890,10284,257294,362,28773,430,169,6847,973,3619,3931,208,30,1512
742,23.04.2019,375308,14937,313388,447,29049,593,245,7301,1145,3309,4529,365,30,1536
743,23.04.2020,238990,11418,189085,251,24628,365,205,6136,696,3120,2886,200,30,1584
744,23.04.2021,352554,14226,292152,379,29589,518,231,7169,932,3234,3853,271,30,1512
745,23.05.2019,407971,18576,338180,401,32016,562,278,7787,1309,4042,4439,381,30,1536
746,23.05.2020,185209,4156,166590,152,9095,105,15,1090,182,633,3072,119,30,1512
747,23.05.2021,217654,7518,199288,158,7211,79,4,506,155,193,2474,68,30,1536
748,23.06.2019,270379,11067,243818,410,10405,128,28,777,170,202,3153,221,30,1560
749,23.06.2020,341416,18525,278569,366,28816,454,166,6829,950,3024,3433,284,30,1512
750,23.06.2021,374099,14560,310246,404,32036,538,232,7214,995,3768,3880,226,30,1536
751,23.07.2019,351885,18515,288019,550,28812,461,204,6874,1065,3216,3727,442,30,1560
752,23.07.2020,332561,16717,275063,453,26071,471,179,6036,883,2774,3624,290,30,1512
753,23.07.2021,363703,16344,301987,636,29017,552,178,7016,900,2961,3851,261,30,1536
754,23.08.2019,401941,18097,336074,576,30726,588,265,6917,1015,2741,4280,662,30,1536
755,23.08.2020,235019,9898,213331,284,8008,119,14,457,109,166,2524,109,30,1512
756,23.08.2021,348842,15905,287981,433,29780,459,174,6291,760,2820,4044,195,30,1512
757,23.09.2019,379779,13828,317077,428,31921,587,253,7040,1003,3168,4019,455,30,1536
758,23.09.2020,359305,15886,297218,401,30076,580,218,6642,943,3248,3680,413,30,1536
759,23.09.2021,379501,17384,312774,475,32621,516,220,6864,953,3366,4072,256,30,1512
760,23.10.2019,390343,15652,325027,425,32011,567,190,7545,1091,3649,3772,414,30,1536
761,23.10.2020,370673,7749,318156,369,30022,492,162,6118,870,2626,3819,290,29,1536
762,23.11.2019,342342,6144,313869,393,14558,190,76,1611,368,859,4035,239,29,1584
763,23.11.2020,305804,9571,252300,322,29046,403,160,6228,891,3087,3610,186,29,1536
764,23.12.2019,368104,6457,329045,280,20307,276,169,4236,630,2008,4345,351,29,1584
765,23.12.2020,293042,7302,255109,197,19819,274,192,4003,586,1970,3421,169,29,1536
766,24.01.2019,404950,7271,348887,262,31474,386,234,7332,899,3356,4494,355,29,1608
767,24.01.2020,418670,8581,362427,276,31362,420,194,6612,948,3009,4571,270,29,1584
768,24.01.2021,163020,2919,150738,139,5790,53,7,444,56,162,2684,28,29,1584
769,24.02.2019,273030,5945,253962,145,8774,70,13,496,78,154,3191,202,29,1584
770,24.02.2020,361242,11584,304894,308,28810,411,210,6432,776,3205,4383,229,29,1584
771,24.02.2021,293337,10015,240585,259,26471,424,198,6533,1088,3753,3849,162,29,1512
772,24.03.2019,294703,8879,269948,164,11110,95,30,588,80,185,3438,186,29,1584
773,24.03.2020,207128,7012,164531,188,22653,354,158,5719,702,2778,2892,141,29,1584
774,24.03.2021,313648,11049,257469,351,28727,484,212,6618,1052,3713,3774,199,29,1512
775,24.04.2019,374101,12806,314586,416,28884,510,261,6995,1185,3582,4489,387,29,1536
776,24.04.2020,251260,12226,200364,308,25038,423,218,6159,639,2868,2851,166,29,1584
777,24.04.2021,278077,11326,246985,264,13021,136,38,1610,298,735,3448,216,29,1512
778,24.05.2019,427524,17921,357933,500,32696,555,302,7799,1201,3495,4641,481,29,1536
779,24.05.2020,148356,6692,133618,62,5112,28,1,310,53,140,2267,73,29,1512
780,24.05.2021,221861,6874,202757,184,8285,82,11,700,164,305,2420,79,29,1536
781,24.06.2019,391548,20968,319873,490,32795,544,221,7551,1114,3492,4077,423,29,1560
782,24.06.2020,347166,19207,283976,358,28762,487,167,6630,891,2943,3451,294,29,1512
783,24.06.2021,382093,13080,319254,405,32368,545,206,7238,1035,3804,3930,228,29,1536
784,24.07.2019,358606,18405,294008,535,29223,554,186,7175,1043,3343,3716,418,29,1560
785,24.07.2020,356644,14279,300380,530,27466,489,167,6020,806,2566,3714,227,29,1512
786,24.07.2021,290977,7009,263342,625,13674,214,25,1494,251,592,3548,203,29,1536
787,24.08.2019,336566,12593,300739,519,15244,214,83,1926,382,629,3735,502,29,1536
788,24.08.2020,341475,17993,280419,403,28189,515,239,6298,839,2602,3704,274,29,1512
789,24.08.2021,356205,17481,293016,405,29652,467,234,6670,887,3178,3973,242,29,1512
790,24.09.2019,386483,14566,322507,397,31867,567,197,7070,1043,3548,4284,437,29,1536
791,24.09.2020,366497,14038,306182,318,30511,453,214,6535,947,3215,3846,238,29,1536
792,24.09.2021,405971,17503,339097,478,32722,487,230,7145,890,2970,4148,301,29,1512
793,24.10.2019,395710,15597,330842,421,31907,579,192,7416,1005,3452,3856,443,29,1536
794,24.10.2020,284766,8934,257185,311,12875,126,31,1239,246,593,3106,120,29,1536
795,24.11.2019,264738,4689,245907,160,9660,61,25,549,106,175,3218,188,29,1584
796,24.11.2020,316026,10199,261886,227,28397,459,202,6414,916,3458,3694,174,29,1536
797,24.12.2019,304251,4125,276617,129,14355,148,96,3008,389,945,4165,274,29,1584
798,24.12.2020,242365,4446,217438,109,12928,193,87,2413,365,1015,3275,96,29,1536
799,25.01.2019,430720,7202,374643,292,32069,378,226,7375,832,2806,4538,359,29,1608
800,25.01.2020,336300,5210,309724,295,14066,153,48,1437,278,691,4128,270,29,1584
801,25.01.2021,287651,4734,240082,187,27660,320,190,6262,810,3127,4115,164,29,1584
802,25.02.2019,393406,12314,333218,300,30997,394,221,7147,923,3199,4299,394,29,1584
803,25.02.2020,378952,9176,322627,298,30461,463,231,6853,931,3391,4295,226,29,1584
804,25.02.2021,296638,10331,243073,293,26738,436,202,6739,964,3810,3862,190,29,1512
805,25.03.2019,408757,13239,344468,352,33161,560,224,7245,987,3542,4600,379,29,1584
806,25.03.2020,209923,7252,166898,179,22859,331,157,5850,788,2578,2920,111,29,1584
807,25.03.2021,321794,11528,264507,347,29190,480,180,6770,1017,3761,3822,192,29,1512
808,25.04.2019,398339,14290,335103,498,30349,556,254,7335,1380,3721,4454,399,29,1536
809,25.04.2020,157963,8482,135812,128,8703,64,22,1173,192,531,2768,88,29,1584
810,25.04.2021,216244,9746,194569,150,7721,57,26,627,184,347,2742,75,29,1512
811,25.05.2019,339575,10669,305708,450,14784,233,99,2026,441,814,3926,425,29,1536
812,25.05.2020,281102,13369,228002,259,25430,499,161,5755,782,2984,3643,218,29,1512
813,25.05.2021,367585,13441,305032,401,31815,568,247,7468,947,3661,3754,251,29,1536
814,25.06.2019,400781,21514,327544,417,33420,573,265,7755,1081,3666,4039,507,29,1560
815,25.06.2020,354812,18963,291410,372,29115,521,175,6759,866,2852,3466,313,29,1512
816,25.06.2021,406473,16242,340405,416,33079,500,202,7237,870,3294,3960,268,29,1536
817,25.07.2019,366159,18345,302039,623,29131,473,214,6918,1104,3129,3750,433,29,1560
818,25.07.2020,277700,11732,247621,508,11993,225,27,1446,276,484,3207,181,29,1512
819,25.07.2021,222110,4394,204447,327,8910,151,18,576,96,195,2919,77,29,1536
820,25.08.2019,260818,10583,234784,391,10215,152,50,754,233,201,3031,424,29,1536
821,25.08.2020,348814,18950,286571,402,28426,402,221,6218,850,2797,3690,287,29,1512
822,25.08.2021,366330,17580,302057,494,30327,466,204,6825,919,3182,4017,259,29,1512
823,25.09.2019,397348,15528,332203,444,31878,507,248,7242,1074,3529,4313,382,29,1536
824,25.09.2020,386374,11509,328744,366,31035,477,217,6414,748,2780,3834,250,29,1536
825,25.09.2021,343120,12868,307060,433,15990,226,56,1731,315,632,3612,197,29,1512
826,25.10.2019,420632,15694,355886,382,32173,520,239,7174,977,3149,4012,426,29,1536
827,25.10.2020,212923,7759,194070,166,7596,54,10,505,116,163,2379,105,29,1536
828,25.11.2019,395827,11709,332696,429,32800,587,255,7793,1018,3506,4621,413,29,1584
829,25.11.2020,326950,9930,271965,354,29155,513,190,6526,958,3480,3700,179,29,1536
830,25.12.2019,208035,2165,195855,50,6378,19,11,334,50,72,2964,137,29,1584
831,25.12.2020,142208,1992,132738,14,4689,4,0,274,45,121,2306,25,29,1536
832,26.01.2019,334003,3692,309463,257,13404,185,45,1622,235,735,4110,255,29,1608
833,26.01.2020,252568,3508,236143,153,8637,57,25,521,74,172,3219,59,29,1584
834,26.01.2021,303945,6313,253209,239,28270,343,235,6737,871,3484,4078,166,29,1584
835,26.02.2019,404597,13360,342516,293,31025,412,222,7797,883,3347,4361,381,29,1584
836,26.02.2020,376287,7510,322195,262,30261,429,240,6517,887,3459,4273,254,29,1584
837,26.02.2021,307115,9344,254998,354,26753,496,168,6802,931,3233,3885,151,29,1512
838,26.03.2019,407038,13700,342212,383,32489,490,212,7688,1055,3734,4606,469,29,1584
839,26.03.2020,210838,7047,168154,227,22618,404,185,5609,750,2807,2905,132,29,1584
840,26.03.2021,335176,11954,277905,395,29373,531,198,6656,936,3190,3815,223,29,1512
841,26.04.2019,416901,9295,358820,507,30487,540,282,7521,1205,3231,4636,377,29,1536
842,26.04.2020,116333,5900,103149,51,4163,22,2,315,43,171,2472,45,29,1584
843,26.04.2021,323275,13476,263858,380,29285,519,202,7258,958,3247,3851,241,29,1512
844,26.05.2019,268194,9836,243358,317,9776,114,46,664,249,308,3298,228,29,1536
845,26.05.2020,292622,15120,235915,260,26596,421,186,6198,884,3137,3687,218,29,1512
846,26.05.2021,371939,12075,310147,374,32200,614,223,7284,1071,3985,3712,254,29,1536
847,26.06.2019,405052,21138,332561,496,33129,581,268,7467,1173,3711,4051,477,29,1560
848,26.06.2020,365383,14899,306408,413,29375,471,173,6444,772,2584,3446,398,29,1512
849,26.06.2021,333571,13745,297969,446,15028,195,36,1611,303,712,3375,151,29,1536
850,26.07.2019,376739,16274,314443,654,29649,486,208,7084,956,2678,3810,497,29,1560
851,26.07.2020,214689,8743,194468,314,7647,91,10,503,123,166,2509,115,29,1512
852,26.07.2021,336038,10836,282837,452,27401,493,183,5863,796,3059,3903,215,29,1536
853,26.08.2019,362918,18646,297638,460,30189,521,271,6651,961,2862,4175,544,29,1536
854,26.08.2020,351332,18571,289866,449,27906,460,221,6080,837,3008,3658,276,29,1512
855,26.08.2021,369404,16128,306294,510,31045,506,172,6404,881,3243,3992,229,29,1512
856,26.09.2019,412301,13348,347848,413,33543,515,265,7088,1140,3322,4442,377,29,1536
857,26.09.2020,304210,6085,277909,374,13886,152,28,1410,212,663,3348,143,29,1536
858,26.09.2021,255466,6524,233609,267,10804,103,19,735,142,206,2957,100,29,1512
859,26.10.2019,346290,9656,314344,344,14857,187,65,1804,334,856,3491,352,29,1536
860,26.10.2020,330906,7384,279947,249,28980,475,212,6072,808,2884,3715,180,29,1536
861,26.11.2019,402180,12744,338742,371,32128,523,281,7616,1101,3794,4479,401,29,1584
862,26.11.2020,333806,9847,278697,317,29580,505,215,6238,984,3536,3632,255,29,1536
863,26.12.2019,222245,2648,208332,78,7215,30,14,526,85,159,3014,144,29,1584
864,26.12.2020,151304,2774,140213,30,5340,25,1,313,56,199,2316,37,29,1536
865,27.01.2019,253742,3115,238051,110,8279,61,20,515,93,149,3193,156,29,1608
866,27.01.2020,380063,9508,323116,317,30884,448,243,6821,828,3199,4471,228,29,1584
867,27.01.2021,301872,4089,252181,245,29680,396,206,6605,822,3404,4061,183,29,1584
868,27.02.2019,408169,13888,345667,354,31196,477,244,7140,1019,3569,4248,367,29,1584
869,27.02.2020,384754,7424,329810,308,30720,377,227,6876,884,3388,4388,352,29,1584
870,27.02.2021,231834,6604,207695,344,11329,166,17,1331,294,668,3301,85,29,1512
871,27.03.2019,408740,13449,345012,396,31824,479,232,7811,1102,3744,4365,326,29,1584
872,27.03.2020,215826,7771,173551,207,22459,283,179,5456,650,2209,2921,140,29,1584
873,27.03.2021,260490,7150,233987,365,12923,141,29,1424,277,755,3312,127,29,1512
874,27.04.2019,337409,5190,308480,419,15061,206,83,1954,534,860,4307,315,29,1536
875,27.04.2020,258706,11615,206896,256,26034,488,189,6267,777,3131,2867,186,29,1584
876,27.04.2021,330970,14332,270306,348,29357,458,236,7429,1079,3412,3756,257,29,1512
877,27.05.2019,390231,17319,323073,398,31267,530,259,7913,1172,3765,4165,370,29,1536
878,27.05.2020,293564,15110,237179,278,26572,474,185,6109,848,2949,3628,232,29,1512
879,27.05.2021,371942,11574,311254,390,31699,492,235,7248,1030,3985,3723,312,29,1536
880,27.06.2019,416418,21395,343074,575,33638,629,233,7703,1169,3557,3955,490,29,1560
881,27.06.2020,296803,11306,265919,420,13499,205,40,1506,291,613,2793,211,29,1512
882,27.06.2021,254095,10517,229728,272,9623,145,18,654,146,223,2647,122,29,1536
883,27.07.2019,304506,8035,274637,675,14096,243,62,1821,338,614,3693,292,29,1560
884,27.07.2020,324771,17032,267468,395,26270,475,164,5785,736,2535,3644,267,29,1512
885,27.07.2021,343227,13623,285513,411,28200,528,168,6438,860,3335,3952,199,29,1536
886,27.08.2019,368505,19515,302518,427,29590,527,244,6670,988,3303,4146,577,29,1536
887,27.08.2020,358317,19210,295835,446,28442,468,212,6051,788,2805,3676,384,29,1512
888,27.08.2021,393574,16382,329159,575,31484,541,224,7116,903,2876,4081,233,29,1512
889,27.09.2019,421590,14558,356615,483,32903,607,239,7250,1045,3177,4325,388,29,1536
890,27.09.2020,222374,4701,205613,194,8273,105,9,503,69,158,2562,187,29,1536
891,27.09.2021,362290,15642,297078,500,32589,506,256,7231,1001,3223,3997,267,29,1512
892,27.10.2019,275888,7625,253817,184,9981,90,32,670,176,243,2810,260,29,1536
893,27.10.2020,343162,11736,285855,326,30013,465,209,6609,908,3179,3656,206,29,1536
894,27.11.2019,406329,11112,343858,330,32798,476,219,7752,1049,3722,4565,448,29,1584
895,27.11.2020,348296,9292,294165,345,29601,587,160,6190,878,2992,3693,393,29,1536
896,27.12.2019,330342,4561,299286,171,15840,179,110,3451,550,1360,4471,363,29,1584
897,27.12.2020,141630,2289,130722,45,5518,40,8,396,85,176,2332,19,29,1536
898,28.01.2019,393046,7491,338207,274,30799,423,258,7003,868,2996,4378,349,29,1608
899,28.01.2020,386018,7980,330167,250,31056,438,211,6893,965,3421,4395,242,29,1584
900,28.01.2021,312021,5234,262308,240,28975,355,186,6255,812,3399,4088,169,29,1584
901,28.02.2019,418161,13769,354766,376,31980,496,223,7464,973,3467,4264,383,29,1584
902,28.02.2020,403525,9394,345838,410,31378,445,235,7229,879,3034,4398,285,29,1584
903,28.02.2021,180900,5379,165148,144,6688,79,7,469,139,199,2605,43,29,1512
904,28.03.2019,416193,14496,349470,436,32227,623,240,8141,1218,3952,4984,406,29,1584
905,28.03.2020,134955,6238,115888,142,7857,55,12,1187,184,533,2753,106,29,1584
906,28.03.2021,190966,7295,173214,145,6712,37,11,523,155,282,2516,76,29,1512
907,28.04.2019,258938,4582,239394,224,9534,99,62,705,300,250,3614,174,29,1536
908,28.04.2020,260078,7631,212368,199,25946,367,172,6301,735,3181,2907,271,29,1584
909,28.04.2021,331343,11776,273037,357,29623,454,203,7453,1088,3389,3746,217,29,1512
910,28.05.2019,398719,12147,335698,367,31993,576,277,7818,1289,3967,4201,386,29,1536
911,28.05.2020,299026,15049,242072,252,27005,435,177,6118,902,3151,3617,248,29,1512
912,28.05.2021,386938,16008,323038,423,30900,553,210,7258,1035,3544,3673,296,29,1536
913,28.06.2019,430830,20891,357400,582,34345,646,225,7634,1086,3309,4237,475,29,1560
914,28.06.2020,221614,8114,202227,230,7925,108,18,553,79,154,2099,107,29,1512
915,28.06.2021,369152,13412,306054,431,32064,482,226,7718,923,3606,3994,242,29,1536
916,28.07.2019,224188,3585,206825,440,9111,145,32,722,83,169,2918,158,29,1560
917,28.07.2020,333990,17322,275234,418,26838,496,178,6021,839,2851,3557,236,29,1512
918,28.07.2021,347212,11328,292139,476,28073,469,181,6375,881,3108,3992,190,29,1536
919,28.08.2019,378657,18886,311278,413,31299,519,257,7013,1170,3272,3964,586,29,1536
920,28.08.2020,366532,11079,311735,472,29311,465,204,5926,705,2429,3802,404,29,1512
921,28.08.2021,333477,10249,300058,525,16105,222,49,1636,304,631,3525,173,29,1512
922,28.09.2019,335941,9902,302460,501,15592,231,57,1848,361,854,3840,295,29,1536
923,28.09.2020,336372,11782,281316,320,28312,515,192,6171,855,2995,3692,222,29,1536
924,28.09.2021,366944,16333,301060,359,32161,490,218,7374,974,3755,3965,255,29,1512
925,28.10.2019,377468,9954,320387,326,30855,466,206,6748,909,3198,3976,443,29,1536
